企业代号,销售规模（对数）,销项开票数量（对数）,平均销项开票金额（对数）,进购规模（对数）,进项开票数量（对数）,税价比,发票平均税率,下游客户数量,指定周期负数发票金额比率,指定周期作废发票金额比率,固定周期下游客户数量,销方基尼系数,销方HIHI指数,信誉评级,是否违约
E105,14.917420000000002,5.8377300000000005,9.07969,5.76387,0,0.13789,0.15994,8,0.00468,0,8,0.99125,0.00055,C,否
E48,18.15485,6.68461,11.470239999999999,4.74241,0,0.08507,0.09298,7,0.0,0,7,0.99625,9e-05,A,否
E13,18.84264,7.0184,11.82424,3.43624,0,0.08676,0.095,44,0.0006,0,44,0.99731,0.00185,A,否
E68,17.53622,6.24028,11.29594,5.5441199999999995,0,0.05915,0.06287000000000001,295,0.019719999999999998,0,295,0.99415,0.00026000000000000003,C,否
E11,12.16249,3.49651,8.665980000000001,5.2179199999999994,0,0.02913,0.03,19,1e-05,0,19,0.90909,0.04147,C,否
E108,14.92414,5.6801699999999995,9.24397,4.79231,0,0.02918,0.030060000000000003,26,0.0,0,26,0.9897600000000001,0.011479999999999999,D,是
E113,19.61301,8.68372,10.92928,4.9402800000000004,0,0.13483,0.15584,124,0.027989999999999998,0,124,0.99949,0.0,D,是
E62,16.86364,5.50126,11.36239,5.8692400000000005,0,0.06842999999999999,0.07345,6,0.02047,0,6,0.9877600000000001,0.00116,B,否
E100,16.128410000000002,5.590990000000001,10.53742,11.02394,0,0.07774,0.0843,39,0.0,0,39,0.9888100000000001,0.0038200000000000005,D,是
E37,19.13777,6.65544,12.482330000000001,11.112739999999999,0,0.13654000000000002,0.15813,26,0.0,0,26,0.9961399999999999,0.0011,B,否
E1,22.1471,9.00085,13.146239999999999,5.64922,0,0.13458,0.15550999999999998,360,0.031310000000000004,0,360,0.9996299999999999,0.0,A,否
E103,15.12589,3.8712,11.25469,5.8218,0,0.04381,0.04582,39,0.0,0,39,0.9375,0.02222,D,是
E25,12.15832,3.3673,8.79102,5.2983199999999995,0,0.02913,0.03,26,0.0,0,26,0.89655,0.25477,C,否
E102,19.82065,9.15112,10.66953,4.24707,0,0.05776,0.0613,2731,0.03623,0,2731,0.9996799999999999,0.0,D,是
E47,20.19357,10.08885,10.10473,5.17609,0,0.13760999999999998,0.15957000000000002,136,0.3491,0,136,0.9998799999999999,0.0001,C,否
E119,14.71323,6.816739999999999,7.896489999999999,5.5765199999999995,0,0.02913,0.03,489,0.0,0,489,0.99671,0.0007700000000000001,D,是
E57,17.29,5.57595,11.71406,5.8692400000000005,0,0.11431,0.12905999999999998,2,0.01115,0,2,0.98864,0.011859999999999999,B,否
E112,14.493870000000001,5.14749,9.34637,4.88839,0,0.13688,0.15858,25,0.0,0,25,0.98256,0.0132,D,是
E58,21.42199,7.710210000000001,13.71178,5.11223,0,0.14257999999999998,0.1663,26,0.00359,0,26,0.99866,1e-05,B,否
E121,13.795229999999998,5.57595,8.21928,5.64548,0,0.02913,0.03,67,0.0117,0,67,0.98864,0.00443,D,是
E64,17.082,5.78383,11.29818,5.8692400000000005,0,0.12222999999999999,0.13925,64,0.02015,0,64,0.99077,0.00073,A,否
E9,13.369079999999999,5.0304400000000005,8.33864,5.16341,0,0.029269999999999997,0.03015,105,0.03428,0,105,0.98039,0.00932,A,否
E98,15.272110000000001,5.50126,9.77085,7.7468,0,0.06162,0.06566,73,0.0017100000000000001,0,73,0.9877600000000001,0.01318,B,否
E116,14.706170000000002,3.66356,11.04261,6.878189999999999,0,0.02913,0.03,13,0.0502,0,13,0.9230799999999999,0.03413,D,是
E111,14.84082,5.99146,8.84935,8.458919999999999,0,0.07019,0.07549,91,0.01215,0,91,0.9925,0.00056,D,是
E120,14.241779999999999,2.99573,11.24605,6.42331,0,0.03027,0.031219999999999998,3,0.0,0,3,0.85,0.05517999999999999,D,是
E23,10.49563,3.04452,7.451110000000001,4.36641,0,0.02913,0.03,17,0.0,0,17,0.85714,0.059410000000000004,B,否
E33,19.03904,6.51619,12.52285,4.18144,0,0.07955,0.08642999999999999,197,0.0169,0,197,0.99556,0.00125,B,否
E19,11.56218,1.7917599999999998,9.77042,5.5765199999999995,0,0.02913,0.03,4,0.0,0,4,0.5,0.24891,A,否
E82,16.66581,7.596889999999999,9.06892,6.785539999999999,0,0.09613,0.10635,66,0.01976,0,66,0.99849,4e-05,D,是
E80,19.83151,6.95845,12.87307,9.18078,0,0.07381,0.07969,151,0.00476,0,151,0.99715,0.00026000000000000003,C,否
E36,20.300729999999998,9.449910000000001,10.85082,4.47802,0,0.05661,0.06001,1611,0.02914,0,1611,0.99976,0.0,D,是
E52,18.37303,6.561030000000001,11.812000000000001,4.000030000000001,0,0.05552000000000001,0.058789999999999995,71,0.00262,0,71,0.9957600000000001,0.0042,D,是
E12,13.40365,3.49651,9.90714,6.606389999999999,0,0.0302,0.031139999999999998,17,0.0,0,17,0.90909,0.07961,B,否
E69,19.16643,6.966019999999999,12.2004,4.47278,0,0.13175,0.15174,33,0.00461,0,33,0.9971700000000001,0.00112,C,否
E28,12.37459,4.17439,8.2002,5.5765199999999995,0,0.11400999999999999,0.12868,7,0.0,0,7,0.95385,0.03425,B,否
E22,12.65511,4.96981,7.6853,5.5765199999999995,0,0.029169999999999998,0.030039999999999997,118,0.0016,0,118,0.9791700000000001,0.07276,A,否
E114,15.332729999999998,5.56452,9.76821,8.162460000000001,0,0.05658,0.05998,54,0.02572,0,54,0.98851,0.01353,D,是
E55,17.69922,7.14913,10.550089999999999,5.58485,0,0.13232,0.1525,280,0.01025,0,280,0.99764,0.00022,C,否
E7,12.5499,3.04452,9.50538,5.5765199999999995,0,0.02913,0.03,10,0.20720999999999998,0,10,0.85714,0.20165,A,否
E86,15.922889999999999,6.18415,9.73874,8.37523,0,0.08874,0.09739,58,0.007509999999999999,0,58,0.9938100000000001,0.00413,C,否
E45,17.79662,6.34388,11.452739999999999,5.22489,0,0.08859,0.09721,6,0.0,0,6,0.9947299999999999,0.00107,B,是
E91,20.080470000000002,9.00565,11.074819999999999,4.59512,0,0.1397,0.16239,1216,0.37543000000000004,0,1216,0.9996299999999999,0.00016999999999999999,A,否
E106,15.102360000000001,6.55962,8.54274,3.68437,0,0.02913,0.03,186,0.00236,0,186,0.99575,0.00033999999999999997,B,否
E49,17.71111,7.866339999999999,9.84477,2.33988,0,0.12894,0.14803,153,0.00053,0,153,0.99885,0.0002,C,否
E122,14.3825,5.0304400000000005,9.35206,5.5765199999999995,0,0.02862,0.029460000000000004,25,0.05106,0,25,0.98039,0.02112,D,是
E26,11.55834,5.22575,6.33259,5.2983199999999995,0,0.11160999999999999,0.12563,123,0.0,0,123,0.98387,0.00476,A,否
E65,17.97195,6.881410000000001,11.090539999999999,5.233140000000001,0,0.05729,0.060770000000000005,148,0.0413,0,148,0.99692,0.00011999999999999999,B,否
E63,17.36498,7.7977,9.56728,9.244439999999999,0,0.12971,0.14904,33,0.01284,0,33,0.99877,0.00041,B,否
E34,19.1466,5.9428,13.2038,4.88839,0,0.049710000000000004,0.05231,49,0.00492,0,49,0.99213,0.0010400000000000001,B,否
E70,16.87385,5.65249,11.22136,6.26635,0,0.049389999999999996,0.05196,5,0.07579,0,5,0.9894700000000001,0.001,B,否
E71,17.195120000000003,6.796819999999999,10.3983,11.40807,0,0.0895,0.0983,132,0.0043,0,132,0.99665,0.00047999999999999996,B,否
E123,14.21301,2.07944,12.133569999999999,6.2146099999999995,0,0.04059,0.04231,3,0.0,0,3,0.625,0.18441,D,是
E50,17.672179999999997,6.31355,11.35863,5.581580000000001,0,0.02913,0.030010000000000002,13,0.0041,0,13,0.9945700000000001,0.00021,C,否
E117,14.24637,4.99721,9.24916,5.96191,0,0.02913,0.03,29,0.028010000000000004,0,29,0.9797299999999999,0.01684,D,是
E79,17.15555,7.67276,9.48279,5.76387,0,0.13595,0.15733,186,0.00072,0,186,0.9986,0.0006,B,否
E115,14.724520000000002,4.8598099999999995,9.8647,8.72917,0,0.13291,0.15328,73,0.00296,0,73,0.9767399999999999,0.01315,D,是
E67,17.78554,6.92363,10.86191,7.24396,0,0.12750999999999998,0.14614000000000002,59,0.0013599999999999999,0,59,0.99705,0.00016,B,否
E51,18.220010000000002,6.978210000000001,11.2418,11.49272,0,0.06436,0.06879,90,0.015069999999999998,0,90,0.9972,7e-05,B,否
E29,19.29535,8.98782,10.30753,5.8692400000000005,0,0.1294,0.14862999999999998,3265,0.01622,0,3265,0.9996299999999999,0.00066,C,是
E107,15.53842,6.2106,9.32782,11.3882,0,0.13455999999999999,0.15548,35,0.01457,0,35,0.99398,0.0041,D,是
E8,13.748,4.8040199999999995,8.94398,5.5765199999999995,0,0.029330000000000002,0.03021,101,0.02806,0,101,0.97541,0.0055899999999999995,A,否
E92,16.21557,6.35957,9.85599,4.56757,0,0.12989,0.14928,59,0.01768,0,59,0.9948100000000001,0.00303,C,否
E74,17.43218,8.1608,9.27137,4.78298,0,0.10268,0.11442000000000001,1132,0.007640000000000001,0,1132,0.9991399999999999,0.00036,B,否
E54,17.4549,7.344069999999999,10.11082,5.22489,0,0.12327,0.1406,203,0.02323,0,203,0.9980600000000001,0.00031,A,否
E16,14.176839999999999,3.09104,11.0858,7.150119999999999,0,0.14484,0.16937,2,0.05917000000000001,0,2,0.86364,0.06176,A,否
E61,17.19419,5.78996,11.40423,5.64612,0,0.0,0.0,28,0.01969,0,28,0.9908299999999999,0.00058,B,否
E2,19.72651,6.3421199999999995,13.38439,4.9049,0,0.03053,0.03149,27,0.00282,0,27,0.99472,0.00035,A,否
E95,15.694970000000001,5.463830000000001,10.23114,5.61437,0,0.1387,0.16104000000000002,61,0.04595,0,61,0.98729,0.007679999999999999,B,否
E77,17.410220000000002,6.0822199999999995,11.328,6.65954,0,0.12944,0.14868,25,0.02109,0,25,0.99315,0.00035,C,否
E101,15.104629999999998,4.45435,10.65028,10.220369999999999,0,0.05836,0.06197999999999999,15,0.0,0,15,0.9651200000000001,0.01936,D,是
E60,17.39187,6.49677,10.89509,9.08517,0,0.02326,0.023819999999999997,13,0.03244,0,13,0.9954799999999999,0.00037,B,否
E46,17.63671,6.16331,11.47339,7.5441199999999995,0,0.038439999999999995,0.03998,4,0.0,0,4,0.9936799999999999,0.00025,C,否
E20,12.458110000000001,3.85015,8.60796,5.15225,0,0.02915,0.030019999999999998,25,0.0,0,25,0.9361700000000001,0.02992,B,否
E5,12.90726,5.17615,7.73111,6.23388,0,0.13285999999999998,0.15322,105,0.06763,0,105,0.98305,0.01835,B,否
E84,17.72707,6.51175,11.21533,4.874280000000001,0,0.14307999999999998,0.16697,42,0.004070000000000001,0,42,0.99554,0.0002,A,否
E30,19.24982,8.11253,11.13729,6.7633,0,0.13527,0.15642999999999999,829,0.00984,0,829,0.9991,0.0006900000000000001,B,否
E43,17.51625,6.222580000000001,11.29367,11.4999,0,0.13619,0.15766,44,0.00132,0,44,0.99405,0.00028,B,否
E76,17.15175,6.20456,10.947189999999999,6.0924,0,0.12879000000000002,0.14783,39,0.01201,0,39,0.9939399999999999,0.00054,B,否
E87,15.465620000000001,6.52062,8.945,5.02985,0,0.0535,0.05652000000000001,156,0.0034,0,156,0.9955799999999999,0.008490000000000001,C,是
E3,13.44556,4.59512,8.850439999999999,5.31586,0,0.02913,0.03,13,0.18051,0,13,0.9697,0.0417,C,否
E83,16.234679999999997,5.389069999999999,10.84561,8.24392,0,0.0566,0.06,30,0.13984000000000002,0,30,0.9863,0.00352,B,否
E10,13.69483,3.98898,9.70585,5.5765199999999995,0,0.0566,0.06,4,0.0,0,4,0.94444,0.07192,B,否
E17,12.58873,3.85015,8.73858,5.5765199999999995,0,0.13931,0.16186,4,0.0,0,4,0.9361700000000001,0.03565,A,否
E38,18.61523,7.29029,11.32494,6.0572099999999995,0,0.08732000000000001,0.09568,338,0.03373,0,338,0.99795,2.9999999999999997e-05,B,否
E39,18.66936,7.35372,11.31564,11.83884,0,0.08935,0.09812,48,0.00464,0,48,0.99808,2.9999999999999997e-05,C,否
E94,15.30325,5.5134300000000005,9.789819999999999,8.29544,0,0.01852,0.018869999999999998,29,0.0,0,29,0.9879,0.01694,C,否
E27,11.34539,4.7706800000000005,6.5747,5.5765199999999995,0,0.03331,0.034460000000000005,70,0.02343,0,70,0.9745799999999999,0.03988,A,否
E18,12.44443,4.31749,8.12694,4.48289,0,0.02918,0.030060000000000003,23,0.01807,0,23,0.96,0.02099,A,否
E75,17.07433,6.38012,10.69421,8.69058,0,0.08411,0.09183,24,0.27269,0,24,0.99492,0.00082,C,否
E104,15.092139999999999,6.47543,8.616710000000001,8.5773,0,0.13572,0.15703,121,0.0027199999999999998,0,121,0.9953799999999999,0.00029,C,否
E15,14.158389999999999,5.52146,8.63693,6.65906,0,0.15507,0.18353,11,1.25186,0,11,0.988,0.08675,A,否
E118,13.975670000000001,5.27811,8.697560000000001,5.5765199999999995,0,0.02913,0.03,61,0.07445,0,61,0.98469,0.0034200000000000003,D,是
E14,12.49644,4.41884,8.0776,5.5765199999999995,0,0.02913,0.03,37,0.0,0,37,0.96386,0.027460000000000002,C,否
E72,16.90679,5.93754,10.96925,5.645519999999999,0,0.11879,0.13480999999999999,13,0.00595,0,13,0.99208,0.0009199999999999999,C,否
E81,16.28589,6.24028,10.04562,5.63354,0,0.029160000000000002,0.03003,8,0.00609,0,8,0.99415,0.00337,A,否
E31,19.235139999999998,7.78821,11.44693,5.2714099999999995,0,0.0358,0.03713,2,0.0,0,2,0.99876,1e-05,A,否
E78,17.24995,5.96101,11.28895,5.03935,0,0.06335,0.06763999999999999,23,0.012819999999999998,0,23,0.9922700000000001,0.00053,C,否
E56,17.81233,6.44254,11.36979,4.28524,0,0.036410000000000005,0.03779,8,0.0070799999999999995,0,8,0.9952200000000001,0.00016,C,否
E66,17.781660000000002,8.16565,9.616010000000001,10.08499,0,0.13829,0.16047999999999998,767,0.007509999999999999,0,767,0.99915,0.00016,B,否
E85,16.05161,7.226210000000001,8.8254,7.7533,0,0.0066099999999999996,0.00665,186,0.0,0,186,0.99782,5.9999999999999995e-05,B,否
E59,17.37715,6.78333,10.59383,4.94435,0,0.02285,0.02339,535,0.07708,0,535,0.9966,0.00037999999999999997,A,否
E42,17.55591,6.885510000000001,10.6704,5.44229,0,0.13292,0.15329,237,0.01193,0,237,0.9969299999999999,0.028130000000000002,A,否
E97,15.77369,9.06589,6.7078,9.28107,0,0.02913,0.03,7978,0.0008,0,7978,0.99965,9e-05,B,否
E89,15.67981,4.2904599999999995,11.38935,5.5765199999999995,0,0.015130000000000001,0.015359999999999999,8,0.0,0,8,0.9589,0.0119,A,否
E24,19.30732,5.65249,13.654829999999999,4.4830000000000005,0,0.07925,0.08607000000000001,5,0.00379,0,5,0.9894700000000001,0.0008,A,否
E93,16.361629999999998,5.9269300000000005,10.4347,7.571339999999999,0,5e-05,5e-05,289,0.00293,0,289,0.992,0.00303,B,否
E110,15.227210000000001,4.304069999999999,10.92314,5.17609,0,0.09487999999999999,0.10482999999999999,13,0.0,0,13,0.9594600000000001,0.01929,C,否
E41,18.8444,7.4854899999999995,11.35891,6.597160000000001,0,0.08899,0.09767999999999999,49,0.01346,0,49,0.9983200000000001,2e-05,C,否
E99,15.31939,5.55296,9.76643,9.12416,0,0.047619999999999996,0.05,2,0.01196,0,2,0.9883700000000001,0.01122,D,是
